SK_ID_CURR,TARGET
100001,0.14333333333333334
100005,0.2
100013,0.12333333333333334
100028,0.08333333333333333
100038,0.23666666666666666
100042,0.14333333333333334
100057,0.09333333333333334
100065,0.14666666666666667
100066,0.06
100067,0.27
100074,0.17666666666666667
100090,0.16333333333333333
100091,0.22
100092,0.20333333333333334
100106,0.18666666666666668
100107,0.19
100109,0.17
100117,0.22
100128,0.17666666666666667
100141,0.15
100150,0.08666666666666667
100168,0.13666666666666666
100169,0.18333333333333332
100170,0.09
100171,0.12666666666666668
100172,0.14666666666666667
100184,0.17666666666666667
100187,0.16333333333333333
100212,0.24666666666666667
100222,0.14666666666666667
100223,0.12666666666666668
100232,0.14
100241,0.24666666666666667
100245,0.12666666666666668
100253,0.09333333333333334
100256,0.18666666666666668
100271,0.14
100278,0.2866666666666667
100280,0.16333333333333333
100306,0.18
100311,0.21
100312,0.14333333333333334
100330,0.22333333333333333
100331,0.13666666666666666
100352,0.18666666666666668
100358,0.12
100367,0.09
100382,0.21
100384,0.14666666666666667
100385,0.24666666666666667
100386,0.14666666666666667
100399,0.07
100404,0.14333333333333334
100416,0.13
100422,0.22666666666666666
100426,0.14666666666666667
100438,0.14333333333333334
100444,0.2733333333333333
100445,0.17333333333333334
100446,0.16
100447,0.13333333333333333
100450,0.20333333333333334
100466,0.12666666666666668
100483,0.16333333333333333
100484,0.11666666666666667
100494,0.13333333333333333
100510,0.18666666666666668
100512,0.21
100517,0.08
100548,0.14666666666666667
100551,0.16666666666666666
100552,0.19333333333333333
100553,0.12666666666666668
100561,0.15666666666666668
100568,0.2966666666666667
100569,0.12
100591,0.13666666666666666
100592,0.09333333333333334
100602,0.13666666666666666
100607,0.10666666666666667
100613,0.19333333333333333
100617,0.16333333333333333
100618,0.24333333333333335
100622,0.20666666666666667
100625,0.23
100677,0.22333333333333333
100699,0.09
100702,0.27666666666666667
100711,0.15666666666666668
100729,0.17333333333333334
100740,0.21666666666666667
100744,0.22666666666666666
100745,0.12666666666666668
100747,0.19333333333333333
100751,0.35
100752,0.16333333333333333
100753,0.26
100754,0.18666666666666668
100760,0.16
100762,0.18666666666666668
100763,0.17
100765,0.09666666666666666
100770,0.12
100772,0.11
100777,0.11
100791,0.08333333333333333
100792,0.11666666666666667
100797,0.13333333333333333
100823,0.15666666666666668
100826,0.14333333333333334
100830,0.10333333333333333
100836,0.2866666666666667
100872,0.16666666666666666
100910,0.15
100913,0.2966666666666667
100918,0.15
100931,0.07
100952,0.14333333333333334
100953,0.17333333333333334
100965,0.25333333333333335
100970,0.1
100982,0.24333333333333335
100983,0.30333333333333334
100984,0.15
100987,0.14666666666666667
100997,0.10333333333333333
100998,0.20333333333333334
101002,0.17
101005,0.23333333333333334
101008,0.2833333333333333
101020,0.11
101021,0.14
101024,0.21333333333333335
101025,0.21
101026,0.15666666666666668
101031,0.14666666666666667
101041,0.10333333333333333
101051,0.07
101055,0.13
101056,0.3433333333333333
101057,0.13666666666666666
101064,0.12
101079,0.18333333333333332
101087,0.16666666666666666
101090,0.12666666666666668
101092,0.17333333333333334
101097,0.19
101099,0.10333333333333333
101107,0.23
101118,0.17
101125,0.10333333333333333
101126,0.08333333333333333
101128,0.14333333333333334
101136,0.21333333333333335
101140,0.20666666666666667
101149,0.18
101160,0.19
101169,0.29333333333333333
101181,0.15666666666666668
101186,0.10666666666666667
101190,0.17666666666666667
101193,0.17333333333333334
101194,0.21333333333333335
101198,0.18333333333333332
101200,0.15333333333333332
101204,0.11666666666666667
101211,0.21666666666666667
101213,0.17
101223,0.10666666666666667
101225,0.17333333333333334
101237,0.20333333333333334
101243,0.18666666666666668
101244,0.21
101258,0.15666666666666668
101259,0.20333333333333334
101268,0.15
101269,0.14666666666666667
101271,0.26
101279,0.09
101281,0.23333333333333334
101287,0.1
101292,0.16666666666666666
101294,0.16
101296,0.16666666666666666
101297,0.10333333333333333
101299,0.17
101301,0.11666666666666667
101305,0.18666666666666668
101308,0.17333333333333334
101318,0.1
101327,0.25
101329,0.09
101332,0.16
101337,0.15666666666666668
101343,0.06333333333333334
101345,0.09333333333333334
101346,0.1
101353,0.07333333333333333
101354,0.2
101355,0.17333333333333334
101356,0.14333333333333334
101362,0.18333333333333332
101363,0.32
101365,0.1
101366,0.22
101367,0.23333333333333334
101368,0.08
101374,0.16333333333333333
101380,0.12333333333333334
101383,0.09
101398,0.12666666666666668
101399,0.32
101401,0.18666666666666668
101412,0.16
101426,0.17333333333333334
101427,0.36666666666666664
101428,0.24
101429,0.2633333333333333
101434,0.10333333333333333
101440,0.15333333333333332
101448,0.16666666666666666
101449,0.14666666666666667
101465,0.14333333333333334
101467,0.14666666666666667
101472,0.15666666666666668
101478,0.25333333333333335
101497,0.19333333333333333
101504,0.21333333333333335
101547,0.14
101548,0.17
101555,0.24333333333333335
101570,0.16
101572,0.19
101578,0.19333333333333333
101580,0.22333333333333333
101588,0.26666666666666666
101602,0.12666666666666668
101610,0.23666666666666666
101614,0.15666666666666668
101616,0.16
101643,0.15
101644,0.12333333333333334
101649,0.23333333333333334
101650,0.13333333333333333
101665,0.1
101667,0.22666666666666666
101669,0.11333333333333333
101674,0.17666666666666667
101675,0.13666666666666666
101678,0.17666666666666667
101682,0.2
101686,0.15666666666666668
101697,0.27
101700,0.33
101711,0.14333333333333334
101714,0.14333333333333334
101715,0.2833333333333333
101728,0.15
101732,0.17
101757,0.20333333333333334
101758,0.12333333333333334
101759,0.13
101762,0.09666666666666666
101764,0.11
101780,0.33666666666666667
101784,0.09
101789,0.10666666666666667
101816,0.18333333333333332
101819,0.14666666666666667
101827,0.08
101863,0.15333333333333332
101867,0.18666666666666668
101870,0.09666666666666666
101873,0.2966666666666667
101878,0.14333333333333334
101879,0.17333333333333334
101880,0.11666666666666667
101887,0.15333333333333332
101897,0.14666666666666667
101901,0.14
101903,0.22
101920,0.10333333333333333
101921,0.12333333333333334
101922,0.20333333333333334
101961,0.19333333333333333
101962,0.10666666666666667
101971,0.15
101976,0.23666666666666666
102002,0.16333333333333333
102005,0.11
102007,0.30333333333333334
102017,0.09
102019,0.26
102029,0.1
102051,0.21
102052,0.09666666666666666
102054,0.13666666666666666
102062,0.14666666666666667
102067,0.26
102068,0.16333333333333333
102070,0.14666666666666667
102090,0.18333333333333332
102092,0.15
102099,0.16
102100,0.13666666666666666
102112,0.14333333333333334
102113,0.16333333333333333
102122,0.27666666666666667
102123,0.17333333333333334
102125,0.16
102126,0.28
102146,0.14
102147,0.23333333333333334
102151,0.13666666666666666
102158,0.17333333333333334
102159,0.09666666666666666
102162,0.16666666666666666
102165,0.11
102166,0.15
102174,0.10666666666666667
102193,0.24666666666666667
102198,0.13666666666666666
102205,0.20666666666666667
102206,0.11
102218,0.09
102221,0.12333333333333334
102230,0.12333333333333334
102238,0.15666666666666668
102248,0.17
102252,0.29333333333333333
102259,0.18
102262,0.20333333333333334
102273,0.11666666666666667
102286,0.23
102293,0.09666666666666666
102294,0.10333333333333333
102296,0.08
102298,0.17666666666666667
102303,0.09666666666666666
102309,0.18333333333333332
102315,0.12333333333333334
102340,0.18666666666666668
102342,0.18333333333333332
102344,0.18333333333333332
102346,0.13
102347,0.12666666666666668
102374,0.21333333333333335
102380,0.16333333333333333
102387,0.16
102393,0.17333333333333334
102403,0.1
102413,0.10333333333333333
102414,0.12
102415,0.15
102416,0.15
102439,0.16666666666666666
102441,0.14666666666666667
102443,0.12666666666666668
102444,0.21666666666666667
102445,0.24
102448,0.11666666666666667
102449,0.13666666666666666
102450,0.22666666666666666
102456,0.10666666666666667
102458,0.15666666666666668
102459,0.09
102465,0.07
102470,0.21
102471,0.09666666666666666
102475,0.17
102476,0.23
102506,0.17333333333333334
102509,0.08666666666666667
102519,0.15
102522,0.09333333333333334
102545,0.12
102549,0.13
102562,0.07
102563,0.10666666666666667
102568,0.19666666666666666
102582,0.08
102592,0.09333333333333334
102597,0.19666666666666666
102605,0.11333333333333333
102614,0.10666666666666667
102617,0.15
102634,0.15
102652,0.14333333333333334
102655,0.08333333333333333
102671,0.12333333333333334
102694,0.25
102701,0.15666666666666668
102703,0.07333333333333333
102704,0.10666666666666667
102713,0.12333333333333334
102720,0.24333333333333335
102731,0.16
102733,0.12
102749,0.11
102755,0.17666666666666667
102763,0.1
102770,0.17
102772,0.17333333333333334
102799,0.21
102838,0.14333333333333334
102854,0.14
102862,0.15333333333333332
102863,0.10333333333333333
102867,0.09666666666666666
102868,0.11333333333333333
102878,0.14666666666666667
102887,0.12666666666666668
102898,0.3
102904,0.17333333333333334
102912,0.14
102919,0.11
102927,0.14666666666666667
102932,0.12
102933,0.13
102935,0.1
102958,0.11666666666666667
102969,0.18333333333333332
102971,0.10666666666666667
102975,0.08
102979,0.17
102982,0.07
102987,0.16
102989,0.15333333333333332
102995,0.21666666666666667
102996,0.17
103000,0.13333333333333333
103001,0.23
103004,0.16
103010,0.15333333333333332
103025,0.22666666666666666
103029,0.12333333333333334
103046,0.14666666666666667
103056,0.15666666666666668
103062,0.21666666666666667
103078,0.14666666666666667
103083,0.08
103092,0.13333333333333333
103096,0.16
103097,0.22333333333333333
103102,0.19333333333333333
103112,0.21666666666666667
103132,0.11
103144,0.13666666666666666
103145,0.20333333333333334
103146,0.11666666666666667
103147,0.20666666666666667
103158,0.11666666666666667
103171,0.22666666666666666
103173,0.13333333333333333
103184,0.07666666666666666
103195,0.31
103196,0.12
103206,0.15666666666666668
103230,0.17666666666666667
103231,0.19333333333333333
103232,0.13
103239,0.23333333333333334
103240,0.27
103243,0.15666666666666668
103252,0.17666666666666667
103258,0.11333333333333333
103259,0.18666666666666668
103279,0.12666666666666668
103280,0.11333333333333333
103286,0.11333333333333333
103287,0.3433333333333333
103290,0.08666666666666667
103298,0.15666666666666668
103315,0.09
103319,0.13333333333333333
103334,0.12
103336,0.24
103345,0.08666666666666667
103368,0.15333333333333332
103371,0.24
103377,0.12
103398,0.07
103404,0.14666666666666667
103408,0.26666666666666666
103410,0.14
103418,0.13
103420,0.26666666666666666
103432,0.16
103433,0.10333333333333333
103436,0.1
103440,0.14
103453,0.12
103459,0.13666666666666666
103460,0.13666666666666666
103461,0.08666666666666667
103462,0.17666666666666667
103473,0.18666666666666668
103474,0.08333333333333333
103475,0.24
103478,0.21333333333333335
103480,0.18
103484,0.07666666666666666
103494,0.13
103513,0.18666666666666668
103515,0.13666666666666666
103516,0.3233333333333333
103525,0.15
103541,0.21333333333333335
103544,0.06666666666666667
103562,0.25333333333333335
103570,0.4166666666666667
103572,0.24333333333333335
103574,0.11333333333333333
103575,0.17333333333333334
103591,0.17
103594,0.17
103609,0.10333333333333333
103613,0.14666666666666667
103614,0.23666666666666666
103615,0.14333333333333334
103624,0.11666666666666667
103625,0.3566666666666667
103628,0.22333333333333333
103629,0.10333333333333333
103647,0.09333333333333334
103648,0.15
103651,0.15666666666666668
103658,0.1
103668,0.14666666666666667
103669,0.12333333333333334
103676,0.16333333333333333
103682,0.12
103683,0.15333333333333332
103689,0.1
103725,0.12666666666666668
103733,0.21
103744,0.11333333333333333
103762,0.15666666666666668
103771,0.34
103773,0.09333333333333334
103783,0.10333333333333333
103784,0.14666666666666667
103808,0.09333333333333334
103812,0.14
103813,0.21333333333333335
103814,0.19666666666666666
103818,0.23666666666666666
103824,0.13666666666666666
103828,0.06333333333333334
103830,0.23666666666666666
103840,0.09
103842,0.2
103847,0.2833333333333333
103848,0.15666666666666668
103851,0.07333333333333333
103854,0.19333333333333333
103857,0.29333333333333333
103861,0.10333333333333333
103862,0.18
103865,0.2833333333333333
103870,0.1
103876,0.10333333333333333
103891,0.42333333333333334
103908,0.13666666666666666
103914,0.23666666666666666
103918,0.10333333333333333
103940,0.17333333333333334
103963,0.18666666666666668
103966,0.23
103971,0.21333333333333335
103980,0.22
103984,0.18666666666666668
103985,0.11333333333333333
103998,0.24333333333333335
104019,0.10333333333333333
104026,0.15333333333333332
104035,0.17666666666666667
104044,0.16
104045,0.11333333333333333
104047,0.31666666666666665
104051,0.12
104058,0.14333333333333334
104063,0.08
104066,0.17
104087,0.06333333333333334
104089,0.15
104095,0.10333333333333333
104098,0.18
